Date,Close,Volume
2026-01-968,-0.79,28470
2026-01-969,0.83,23589
2026-01-970,0.55,4978
2026-01-971,0.79,5006
2026-01-972,-0.38,20135
2026-01-973,-0.13,27196
2026-01-974,-0.67,2088
2026-01-975,0.35,19779
2026-01-976,0.93,14790
2026-01-977,0.62,18965
2026-01-978,-0.99,19105
2026-01-979,-0.93,24567
2026-01-980,-0.31,3134
2026-01-981,-0.29,1457
2026-01-982,0.98,3545
2026-01-983,0.97,14218
2026-01-984,-0.62,14844
2026-01-985,0.72,8563
2026-01-986,-0.72,29264
2026-01-987,-0.99,14723
2026-01-988,-0.1,7604
2026-01-989,-0.99,24227
2026-01-990,0.97,23692
2026-01-991,0.71,20363
2026-01-992,0.01,22363
2026-01-993,0.21,3565
2026-01-994,-0.79,23445
2026-01-995,-0.9,495
2026-01-996,0.41,15022
2026-01-997,-0.88,29151
2026-01-998,-0.85,8055
2026-01-999,0.93,8738
2026-01-1000,-0.21,19882
2026-01-1001,-0.92,12654
2026-01-1002,-0.78,32707
2026-01-1003,-0.55,1338
2026-01-1004,0.44,22290
2026-01-1005,0.39,23154
2026-01-1006,-0.96,4623
2026-01-1007,-0.75,20078
2026-01-1008,0.24,31981
2026-01-1009,0.3,29733
2026-01-1010,-0.77,20594
2026-01-1011,0.3,18846
2026-01-1012,0.87,29445
2026-01-1013,-0.95,8616
2026-01-1014,0.5,20489
2026-01-1015,0.38,21963
2026-01-1016,0.35,14697
2026-01-1017,-0.91,21630
2026-01-1018,-0.76,1908
2026-01-1019,0.37,24474
2026-01-1020,0.2,27372
2026-01-1021,-0.07,3855
2026-01-1022,0.34,9561
2026-01-1023,-0.44,27606
2026-01-1024,0.84,7075
2026-01-1025,0.82,14119
2026-01-1026,0.41,30432
2026-01-1027,-0.16,12779
2026-01-1028,-0.21,18283
2026-01-1029,-0.33,30836
2026-01-1030,0.25,24118
2026-01-1031,0.37,18028
2026-01-1032,0.19,20577
2026-01-1033,0.37,14091
2026-01-1034,0.56,22795
2026-01-1035,-0.4,21901
2026-01-1036,0.93,3432
2026-01-1037,0.36,4580
2026-01-1038,-0.25,5907
2026-01-1039,0.84,28074
2026-01-1040,0.19,26790
2026-01-1041,-0.24,30041
2026-01-1042,0.51,8329
2026-01-1043,-0.1,22974
2026-01-1044,-0.28,3591
2026-01-1045,0.89,15787
2026-01-1046,-0.1,3239
2026-01-1047,-0.07,3053
2026-01-1048,-0.37,10681
2026-01-1049,0.03,27005
2026-01-1050,0.76,18479
2026-01-1051,-0.05,6139
2026-01-1052,-0.32,13998
2026-01-1053,-0.17,23639
2026-01-1054,0.15,27621
2026-01-1055,0.93,15826
2026-01-1056,0.22,23838
2026-01-1057,-0.72,12581
2026-01-1058,0.99,8978
2026-01-1059,-0.09,1023
2026-01-1060,0.43,24834
2026-01-1061,-0.57,7349
2026-01-1062,0.02,8707
2026-01-1063,0.02,25141
2026-01-1064,-0.13,8346
2026-01-1065,-0.09,24637
2026-01-1066,-0.87,11400
2026-01-1067,-0.84,31690
2026-01-1068,0.62,8935
2026-01-1069,0.26,19410
2026-01-1070,-0.23,11382
2026-01-1071,-0.4,27189
2026-01-1072,0.05,13874
2026-01-1073,-0.37,20722
2026-01-1074,0.95,22566
2026-01-1075,0.6,6038
2026-01-1076,0.88,7811
2026-01-1077,-0.55,9467
2026-01-1078,-0.75,26867
2026-01-1079,0.89,10542
2026-01-1080,-0.37,21547
2026-01-1081,0.02,29617
2026-01-1082,-0.01,25023
2026-01-1083,-0.74,31203
2026-01-1084,-0.52,21051
2026-01-1085,0.7,8636
2026-01-1086,-0.42,25967
2026-01-1087,-0.44,9405
2026-01-1088,0.31,29962
2026-01-1089,-0.81,7975
2026-01-1090,0.56,7531
2026-01-1091,-0.05,8044
2026-01-1092,0.91,26803
2026-01-1093,0.88,18915
2026-01-1094,-0.5,12319
2026-01-1095,-0.28,25791
2026-01-1096,0.83,10133
2026-01-1097,0.75,24642
2026-01-1098,0.69,18300
2026-01-1099,0.54,12078
2026-01-1100,0.85,2257
2026-01-1101,0.33,893
2026-01-1102,-0.1,10103
2026-01-1103,0.5,17233
2026-01-1104,0.22,24271
2026-01-1105,-0.89,18990
2026-01-1106,0.38,21641
2026-01-1107,-0.42,19047
2026-01-1108,0.52,9658
2026-01-1109,-0.21,25302
2026-01-1110,-0.17,18990
2026-01-1111,-0.98,15568
2026-01-1112,-0.78,16895
2026-01-1113,0.35,18008
2026-01-1114,0.61,16742
2026-01-1115,0.94,23699
2026-01-1116,0.88,20178
2026-01-1117,-0.58,31357
2026-01-1118,0.41,1847
2026-01-1119,-0.31,16345
2026-01-1120,0.8,31913
2026-01-1121,0.64,25710
2026-01-1122,-0.39,25385
2026-01-1123,-0.27,27504
2026-01-1124,-0.38,32703
2026-01-1125,0.02,11069
2026-01-1126,0.54,3529
2026-01-1127,0.52,32074
2026-01-1128,0.49,3730
2026-01-1129,-0.56,10844
2026-01-1130,-0.51,14118
2026-01-1131,-0.35,26363
2026-01-1132,0.52,28773
2026-01-1133,-0.3,29731
2026-01-1134,0.47,7511
2026-01-1135,-0.31,14398
2026-01-1136,-0.02,7103
2026-01-1137,0.52,25679
2026-01-1138,-0.47,13043
2026-01-1139,0.22,31088
2026-01-1140,0.63,25834
2026-01-1141,-0.5,17022
2026-01-1142,-0.6,21911
2026-01-1143,-0.08,5651
2026-01-1144,0.8,15477
2026-01-1145,-0.84,29876
2026-01-1146,0.78,5220
2026-01-1147,-0.85,22348
2026-01-1148,0.98,32179
2026-01-1149,-0.65,16857
2026-01-1150,-0.17,1662
2026-01-1151,0.02,28262
2026-01-1152,-0.8,19770
2026-01-1153,-0.78,9273
2026-01-1154,-0.59,12686
2026-01-1155,-0.12,3917
2026-01-1156,0.17,1892
2026-01-1157,-0.02,11267
2026-01-1158,0.49,65
2026-01-1159,0.89,6932
2026-01-1160,-0.81,16081
2026-01-1161,-0.97,29130
2026-01-1162,-0.72,18631
2026-01-1163,0.89,23152
2026-01-1164,-0.7,19172
2026-01-1165,-0.36,6407
2026-01-1166,-0.05,25428
2026-01-1167,-0.19,18490
2026-01-1168,-0.9,26177
2026-01-1169,-0.29,25236
2026-01-1170,-0.41,20643
2026-01-1171,-0.6,27633
2026-01-1172,-0.63,23893
2026-01-1173,-0.7,20274
2026-01-1174,0.93,28782
2026-01-1175,-0.97,17461
2026-01-1176,-0.1,19662
2026-01-1177,0.07,20997
2026-01-1178,0.51,18423
2026-01-1179,-0.1,16717
2026-01-1180,-0.6,28703
2026-01-1181,0.66,4883
2026-01-1182,-0.39,22659
2026-01-1183,-0.55,20386
2026-01-1184,-0.49,32765
2026-01-1185,-0.99,16840
2026-01-1186,-0.91,1497
2026-01-1187,-0.17,29250
2026-01-1188,-0.42,8421
2026-01-1189,0.75,30581
2026-01-1190,0.87,3271
2026-01-1191,-0.13,27999
2026-01-1192,0.04,24979
2026-01-1193,0.38,10700
2026-01-1194,0.3,2461
2026-01-1195,0.18,205
2026-01-1196,0.4,18828
2026-01-1197,-0.41,11622
2026-01-1198,0.98,3760
2026-01-1199,-0.02,12935
2026-01-1200,-0.19,30614
2026-01-1201,0.67,18493
2026-01-1202,0.96,19161
2026-01-1203,0.46,10538
2026-01-1204,-0.3,20538
2026-01-1205,-0.24,21555
2026-01-1206,0.17,16371
2026-01-1207,0.6,5752
2026-01-1208,0.58,15433
2026-01-1209,-0.45,29065
2026-01-1210,0.26,2401
2026-01-1211,-0.66,12759
2026-01-1212,0.93,30548
2026-01-1213,-0.27,18792
2026-01-1214,0.93,12933
2026-01-1215,0.37,17103
2026-01-1216,-0.1,28211
2026-01-1217,-0.06,24668
2026-01-1218,-0.73,7498
2026-01-1219,0.89,15248
2026-01-1220,-0.21,11647
2026-01-1221,0.49,30931
2026-01-1222,-0.31,30875
2026-01-1223,0.98,25449
2026-01-1224,-0.64,24599
2026-01-1225,0.23,1443
2026-01-1226,0.31,18154
2026-01-1227,-0.39,4434
2026-01-1228,0.85,23967
2026-01-1229,-0.84,11393
2026-01-1230,0.04,29866
2026-01-1231,0.53,30308
2026-01-1232,-0.77,18684
2026-01-1233,0.92,22667
2026-01-1234,-0.52,32469
2026-01-1235,0.3,30811
2026-01-1236,-0.86,16090
2026-01-1237,-0.73,23743
2026-01-1238,-0.96,10599
2026-01-1239,-0.26,7195
2026-01-1240,0.06,5158
2026-01-1241,0.89,9858
2026-01-1242,-0.91,17889
2026-01-1243,-0.53,40
2026-01-1244,-0.82,9364
2026-01-1245,0.75,26
2026-01-1246,-0.11,2503
2026-01-1247,-0.34,26412
2026-01-1248,-0.6,12570
2026-01-1249,-0.24,25395
2026-01-1250,-0.59,29986
2026-01-1251,-0.49,21109
2026-01-1252,0.87,20083
2026-01-1253,-0.15,23390
2026-01-1254,-0.5,18686
2026-01-1255,0.55,11381
2026-01-1256,0.28,25502
2026-01-1257,-0.23,30862
2026-01-1258,-0.76,3565
2026-01-1259,-0.28,832
2026-01-1260,-0.15,14428
2026-01-1261,-0.54,20889
2026-01-1262,-0.22,10883
2026-01-1263,0.25,21265
2026-01-1264,-0.4,5045
2026-01-1265,0.78,5821
2026-01-1266,-0.45,2520
2026-01-1267,0.27,24773
2026-01-1268,0.34,27251
2026-01-1269,-0.25,13336
2026-01-1270,0.34,21001
2026-01-1271,0.37,9310
2026-01-1272,0.74,7590
2026-01-1273,0.56,1071
2026-01-1274,-0.2,10935
2026-01-1275,0.45,17282
2026-01-1276,-0.75,18718
2026-01-1277,0.73,4712
2026-01-1278,-0.63,4998
2026-01-1279,0.05,7162
2026-01-1280,0.17,8692
2026-01-1281,0.39,28047
2026-01-1282,0.46,19103
2026-01-1283,-0.69,24115
2026-01-1284,-0.61,25858
2026-01-1285,-0.71,2645
2026-01-1286,0.94,17199
2026-01-1287,-0.55,14272
2026-01-1288,-0.25,21862
2026-01-1289,-0.28,13773
2026-01-1290,-0.2,11238
2026-01-1291,-0.03,3542
2026-01-1292,-0.92,19203
2026-01-1293,-0.23,6125
2026-01-1294,0.34,1401
2026-01-1295,-0.22,18382
2026-01-1296,0.69,20736
2026-01-1297,-0.22,17939
2026-01-1298,0.38,18721
2026-01-1299,-0.74,10663
2026-01-1300,-0.23,21575
2026-01-1301,0.24,25981
2026-01-1302,0,7961
2026-01-1303,-0.38,16002
2026-01-1304,-0.52,25095
2026-01-1305,-0.16,24016
2026-01-1306,0.37,9507
2026-01-1307,0.93,21284
2026-01-1308,0.44,30259
2026-01-1309,-0.79,7058
2026-01-1310,-0.57,17668
2026-01-1311,-0.23,119
2026-01-1312,-0.43,23041
2026-01-1313,-0.09,25264
2026-01-1314,-0.77,6915
2026-01-1315,-0.28,17929
2026-01-1316,-0.59,4715
2026-01-1317,-0.85,12536
2026-01-1318,0.57,27759
2026-01-1319,0,13452
2026-01-1320,-0.07,24241
2026-01-1321,-0.71,12448
2026-01-1322,-0.73,11798
2026-01-1323,-0.76,10324
2026-01-1324,-0.26,18133
2026-01-1325,-0.15,15038
2026-01-1326,0.7,6862
2026-01-1327,-0.71,5084
2026-01-1328,0.09,14878
2026-01-1329,0.23,27085
2026-01-1330,-1,23024
2026-01-1331,0.93,23105
2026-01-1332,-0.88,15765
2026-01-1333,0.67,15407
2026-01-1334,-0.23,13784
2026-01-1335,0.04,14790
2026-01-1336,-0.66,10891
2026-01-1337,-0.79,18085
2026-01-1338,0.34,25190
2026-01-1339,0.42,17998
2026-01-1340,-0.14,32018
2026-01-1341,-0.79,30424
2026-01-1342,0.97,21376
2026-01-1343,-0.46,29669
2026-01-1344,0.08,12927
2026-01-1345,-0.07,26068
2026-01-1346,0.66,9102
2026-01-1347,-0.62,12600
2026-01-1348,-0.81,14318
2026-01-1349,-0.1,14984
2026-01-1350,0.39,2556
2026-01-1351,-0.92,4632
2026-01-1352,-0.22,26814
2026-01-1353,0.87,7239
2026-01-1354,-0.26,25020
2026-01-1355,-0.73,2554
2026-01-1356,0.88,7441
2026-01-1357,0.98,13642
2026-01-1358,-0.98,16321
2026-01-1359,0.04,13946
2026-01-1360,-0.44,18509
2026-01-1361,-0.67,17708
2026-01-1362,0.61,6533
2026-01-1363,-0.14,14804
2026-01-1364,0.85,10142
2026-01-1365,-0.58,17260
2026-01-1366,0.61,31620
2026-01-1367,0.43,9578
2026-01-1368,0.87,113
2026-01-1369,-0.37,4591
2026-01-1370,0.34,20415
2026-01-1371,-0.44,29761
2026-01-1372,-0.88,28411
2026-01-1373,0.59,16251
2026-01-1374,0.38,13370
2026-01-1375,0.24,5507
2026-01-1376,-0.93,17584
2026-01-1377,0.51,23101
2026-01-1378,-0.11,24958
2026-01-1379,-0.59,1790
2026-01-1380,-0.87,30412
2026-01-1381,-0.45,21060
2026-01-1382,-0.07,8472
2026-01-1383,-0.98,32676
2026-01-1384,0.43,7373
2026-01-1385,-0.34,27651
2026-01-1386,-0.25,21528
2026-01-1387,0.32,10761
2026-01-1388,-0.31,32503
2026-01-1389,0.29,17107
2026-01-1390,-0.08,2451
2026-01-1391,0.53,28392
2026-01-1392,0.7,13519
2026-01-1393,-0.28,23407
2026-01-1394,-0.06,9505
2026-01-1395,-0.6,20383
2026-01-1396,-0.38,21409
2026-01-1397,-0.93,18038
2026-01-1398,0.6,5471
2026-01-1399,0.71,20654
2026-01-1400,0.47,11514
2026-01-1401,0.23,21229
2026-01-1402,-0.11,6766
2026-01-1403,-0.13,29756
2026-01-1404,-0.68,7470
2026-01-1405,0.39,20666
2026-01-1406,0.22,7283
2026-01-1407,0.6,17553
2026-01-1408,0.05,27091
2026-01-1409,-0.41,25386
2026-01-1410,-0.13,4629
2026-01-1411,-0.58,28317
2026-01-1412,-0.55,12356
2026-01-1413,0.88,25452
2026-01-1414,0.54,30466
2026-01-1415,-0.67,27760
2026-01-1416,0.19,25631
2026-01-1417,0.38,21267
2026-01-1418,0.76,21098
2026-01-1419,0.14,16320
2026-01-1420,-0.47,24007
2026-01-1421,-0.31,24216
2026-01-1422,0.22,19842
2026-01-1423,-0.93,15463
2026-01-1424,-0.4,30947
2026-01-1425,0.93,28630
2026-01-1426,0.17,23043
2026-01-1427,0.76,25314
2026-01-1428,-0.74,17117
2026-01-1429,0.34,20620
2026-01-1430,0.71,26792
2026-01-1431,0.64,19154
2026-01-1432,-0.34,14693
2026-01-1433,-0.36,23775
2026-01-1434,-1,12212
2026-01-1435,0,7551
2026-01-1436,-0.24,6379
2026-01-1437,0.43,17877
2026-01-1438,0.89,361
2026-01-1439,0.85,8272
2026-01-1440,-0.66,15144
2026-01-1441,0.61,25563
2026-01-1442,0.04,12946
2026-01-1443,-0.12,20308
2026-01-1444,0.57,1430
2026-01-1445,0.23,6464
2026-01-1446,-0.26,4346
2026-01-1447,-0.63,1981
2026-01-1448,0.18,26611
2026-01-1449,-0.08,17591
2026-01-1450,-0.68,27123
2026-01-1451,-0.39,16991
2026-01-1452,-0.39,27330
2026-01-1453,-0.02,17369
2026-01-1454,-0.09,8400
2026-01-1455,0.79,24117
2026-01-1456,0.17,19914
2026-01-1457,0.95,1441
2026-01-1458,0.36,21867
2026-01-1459,-0.72,31453
2026-01-1460,0.09,13973
2026-01-1461,0.81,11503
2026-01-1462,0.69,6816
2026-01-1463,-0.17,25367
2026-01-1464,0.85,28402
2026-01-1465,-0.7,17157
2026-01-1466,-0.19,15567
2026-01-1467,0.1,1866
2026-01-1468,-0.13,13171
2026-01-1469,-0.23,31245
2026-01-1470,0.64,6238
2026-01-1471,-0.29,2047
2026-01-1472,0.15,4592
2026-01-1473,0.11,32657
2026-01-1474,-0.95,53
2026-01-1475,0.71,20580
2026-01-1476,0.4,22530
2026-01-1477,-0.25,24320
2026-01-1478,0.9,13377
2026-01-1479,0.98,16586
2026-01-1480,-0.96,4489
2026-01-1481,-0.69,29744
2026-01-1482,0.88,26610
2026-01-1483,0.18,26919
2026-01-1484,-0.41,5927
2026-01-1485,-0.91,28119
2026-01-1486,-0.21,22716
2026-01-1487,0,21396
2026-01-1488,-0.47,11458
2026-01-1489,-0.7,24593
2026-01-1490,-0.94,29849
2026-01-1491,-0.46,24272
2026-01-1492,0.6,12294
2026-01-1493,-0.46,26333
2026-01-1494,0.46,4229
2026-01-1495,-0.29,10428
2026-01-1496,0.59,22241
2026-01-1497,-0.79,22688
2026-01-1498,0.66,12033
2026-01-1499,-0.15,2270
2026-01-1500,0.29,32261
2026-01-1501,-0.4,2208
2026-01-1502,0.82,22162
2026-01-1503,0.06,6878
2026-01-1504,0.79,1897
2026-01-1505,-0.13,6538
2026-01-1506,-0.31,30783
2026-01-1507,0.4,22795
2026-01-1508,-0.34,18633
2026-01-1509,0.09,24557
2026-01-1510,0.17,26134
2026-01-1511,-0.47,18135
2026-01-1512,-0.42,2593
2026-01-1513,-0.57,21693
2026-01-1514,-0.34,22951
2026-01-1515,0.4,11094
2026-01-1516,0.37,5174
2026-01-1517,0.12,6097
2026-01-1518,0.51,2695
2026-01-1519,-0.83,23492
2026-01-1520,-0.08,20237
2026-01-1521,0.3,613
2026-01-1522,-0.04,21710
2026-01-1523,0.89,5628
2026-01-1524,-0.91,28786
2026-01-1525,0.44,18840
2026-01-1526,0.82,28569
2026-01-1527,0.2,27393
2026-01-1528,-0.08,14962
2026-01-1529,-0.86,12527
2026-01-1530,-0.93,13194
2026-01-1531,0.05,14713
2026-01-1532,-0.89,18913
2026-01-1533,-0.07,19664
2026-01-1534,-0.97,28995
2026-01-1535,0.62,14381
2026-01-1536,0.46,29909
2026-01-1537,-0.52,21768
2026-01-1538,-0.76,22511
2026-01-1539,0.54,4235
2026-01-1540,0.27,14633
2026-01-1541,-0.6,1862
2026-01-1542,0.27,27577
2026-01-1543,-0.83,2340
2026-01-1544,0.42,15100
2026-01-1545,-1,6558
2026-01-1546,-0.24,3154
2026-01-1547,0.35,16430
2026-01-1548,-0.69,21295
2026-01-1549,0.37,15623
2026-01-1550,0.22,2927
2026-01-1551,-0.71,30211
2026-01-1552,-0.89,11754
2026-01-1553,-0.2,12253
2026-01-1554,-0.07,21321
2026-01-1555,0.85,26528
2026-01-1556,-0.57,31000
2026-01-1557,0.55,24671
2026-01-1558,-0.3,7452
2026-01-1559,0.75,14631
2026-01-1560,-0.6,8934
2026-01-1561,-0.6,7986
2026-01-1562,-0.66,14248
2026-01-1563,0.39,28765
2026-01-1564,0.96,10312
2026-01-1565,-0.38,25052
2026-01-1566,0.31,23987
2026-01-1567,-0.36,32557
2026-01-1568,-0.52,29556
2026-01-1569,0.7,5450
2026-01-1570,0.82,7301
2026-01-1571,-0.07,24099
2026-01-1572,0.32,19044
2026-01-1573,0.31,75
2026-01-1574,-0.96,19050
2026-01-1575,-0.74,14066
2026-01-1576,0.38,19801
2026-01-1577,-0.77,13843
2026-01-1578,-0.59,3380
2026-01-1579,-0.05,7918
2026-01-1580,-0.41,1363
2026-01-1581,-0.72,6329
2026-01-1582,-0.12,28854
2026-01-1583,-0.87,24979
2026-01-1584,0.69,666
2026-01-1585,-0.21,27577
2026-01-1586,-0.63,3402
2026-01-1587,0.15,23292
2026-01-1588,0.23,2872
2026-01-1589,-0.52,30323
2026-01-1590,0.53,15948
2026-01-1591,0.95,25197
2026-01-1592,0.08,22908
2026-01-1593,-0.89,13993
2026-01-1594,-0.35,26781
2026-01-1595,-0.98,17610
2026-01-1596,-0.72,27256
2026-01-1597,0.05,8965
2026-01-1598,-0.77,20769
2026-01-1599,0.15,20253
2026-01-1600,-0.95,23684
2026-01-1601,-0.22,32145
2026-01-1602,-0.6,833
2026-01-1603,-0.15,26900
2026-01-1604,0.68,23994
2026-01-1605,-0.67,13885
2026-01-1606,0.48,18281
2026-01-1607,-0.68,16256
2026-01-1608,0.1,10872
2026-01-1609,0.82,23901
2026-01-1610,0.06,10635
2026-01-1611,-0.4,32471
2026-01-1612,0.27,7137
2026-01-1613,0.43,9768
2026-01-1614,-0.67,3995
2026-01-1615,0.71,7603
2026-01-1616,0.42,18011
2026-01-1617,-0.21,31034
2026-01-1618,0.12,24593
2026-01-1619,0.3,14161
2026-01-1620,-0.66,10258
2026-01-1621,0.26,5906
2026-01-1622,0.91,14443
2026-01-1623,0.88,30227
2026-01-1624,0.19,26484
2026-01-1625,-0.76,19093
2026-01-1626,-0.65,13224
2026-01-1627,-0.06,3582
2026-01-1628,-0.33,8627
2026-01-1629,-0.95,11146
2026-01-1630,-0.14,16589
2026-01-1631,0.4,18237
2026-01-1632,-0.5,18759
2026-01-1633,0.78,28956
2026-01-1634,-0.23,2403
2026-01-1635,-0.58,6300
2026-01-1636,-0.89,5225
2026-01-1637,0.43,21595
2026-01-1638,-0.84,26615
2026-01-1639,-0.96,21006
2026-01-1640,0.68,31641
2026-01-1641,0.35,698
2026-01-1642,0.25,28313
2026-01-1643,-0.77,22312
2026-01-1644,-0.82,18457
2026-01-1645,0.96,8339
2026-01-1646,-0.14,32094
2026-01-1647,-0.54,27043
2026-01-1648,0.22,12911
2026-01-1649,-0.2,23455
2026-01-1650,0.58,26847
2026-01-1651,-0.3,990
2026-01-1652,-0.27,4327
2026-01-1653,-0.87,3454
2026-01-1654,-0.04,12472
2026-01-1655,-0.5,17241
2026-01-1656,-0.59,5646
2026-01-1657,0.25,28213
2026-01-1658,-0.76,17929
2026-01-1659,-0.05,25403
2026-01-1660,0.94,7993
2026-01-1661,-0.33,22187
2026-01-1662,-0.6,25079
2026-01-1663,-0.59,18125
2026-01-1664,0.34,4860
2026-01-1665,-1,4907
2026-01-1666,-0.79,27692
2026-01-1667,-0.07,5117
2026-01-1668,0.17,20403
2026-01-1669,0.43,17893
2026-01-1670,-0.61,29011
2026-01-1671,0.25,24028
2026-01-1672,0.78,10748
2026-01-1673,-0.5,22892
2026-01-1674,-0.56,10654
2026-01-1675,-0.77,24353
2026-01-1676,-0.64,31547
2026-01-1677,0.46,826
2026-01-1678,-0.39,3904
2026-01-1679,-0.62,17571
2026-01-1680,-0.14,16405
2026-01-1681,-0.01,22056
2026-01-1682,0.28,1267
2026-01-1683,0.51,2019
2026-01-1684,0.91,18166
2026-01-1685,0.17,25846
2026-01-1686,-0.07,3187
2026-01-1687,-0.79,22912
2026-01-1688,-0.33,28299
2026-01-1689,-0.56,29897
2026-01-1690,-0.99,3328
2026-01-1691,0.42,7104
2026-01-1692,0.68,29768
2026-01-1693,-0.59,16296
2026-01-1694,-0.38,10720
2026-01-1695,-0.56,27918
2026-01-1696,-0.75,21219
2026-01-1697,0.84,18174
2026-01-1698,0.84,10459
2026-01-1699,0.49,17014
2026-01-1700,-0.05,12503
2026-01-1701,-0.68,13851
2026-01-1702,0.37,26814
2026-01-1703,0.63,4651
2026-01-1704,-0.81,24290
2026-01-1705,0.17,21683
2026-01-1706,0.18,26584
2026-01-1707,-0.48,3586
2026-01-1708,-0.31,26248
2026-01-1709,0.37,2397
2026-01-1710,-0.76,23168
2026-01-1711,-0.73,28148
2026-01-1712,0.93,10382
2026-01-1713,-0.29,27669
2026-01-1714,-0.07,20877
2026-01-1715,-0.86,19104
2026-01-1716,-0.16,2943
2026-01-1717,-0.05,26811
2026-01-1718,-0.07,28892
2026-01-1719,0.98,1990
2026-01-1720,-0.01,14890
2026-01-1721,-0.07,29074
2026-01-1722,0.49,13774
2026-01-1723,0.14,20173
2026-01-1724,-0.31,29218
2026-01-1725,-0.35,16833
2026-01-1726,-0.62,19911
2026-01-1727,-0.48,6463
2026-01-1728,0.08,25149
2026-01-1729,-0.12,12245
2026-01-1730,-0.69,31920
2026-01-1731,0.06,19271
2026-01-1732,0.68,6421
2026-01-1733,-0.42,4157
2026-01-1734,-0.53,4982
2026-01-1735,-0.62,24122
2026-01-1736,0.23,906
2026-01-1737,0.06,10189
2026-01-1738,0.56,30345
2026-01-1739,0.51,6923
2026-01-1740,0.18,31550
2026-01-1741,-0.03,11836
2026-01-1742,0.91,13406
2026-01-1743,0.1,25813
2026-01-1744,-0.49,25880
2026-01-1745,-0.56,24743
2026-01-1746,0.41,11245
2026-01-1747,0.78,4949
2026-01-1748,0.05,24514
2026-01-1749,0.85,9227
2026-01-1750,-0.76,17204
2026-01-1751,0.56,23917
2026-01-1752,-0.73,555
2026-01-1753,0.02,14286
2026-01-1754,-0.32,11698
2026-01-1755,0.79,21411
2026-01-1756,-0.11,10758
2026-01-1757,-0.1,30775
2026-01-1758,-0.9,17132
2026-01-1759,-0.11,27296
2026-01-1760,0.5,23112
2026-01-1761,0.22,12529
2026-01-1762,-0.28,25836
2026-01-1763,-0.23,5553
2026-01-1764,0.76,10670
2026-01-1765,-0.15,32652
2026-01-1766,0.51,30397
2026-01-1767,0.51,29001
2026-01-1768,-0.65,16693
2026-01-1769,-0.28,17916
2026-01-1770,0.16,25328
2026-01-1771,0.11,32125
2026-01-1772,-0.62,27296
2026-01-1773,0.39,11544
2026-01-1774,-0.44,12826
2026-01-1775,0.02,26758
2026-01-1776,0.88,12021
2026-01-1777,0.86,14108
2026-01-1778,0.77,12628
2026-01-1779,0.79,26947
2026-01-1780,0.49,1280
2026-01-1781,-0.55,25128
2026-01-1782,-0.38,10426
2026-01-1783,0.19,10677
2026-01-1784,-0.09,4047
2026-01-1785,0.85,23231
2026-01-1786,-0.94,8684
2026-01-1787,0.54,16769
2026-01-1788,0.09,27956
2026-01-1789,-0.79,15945
2026-01-1790,-0.35,16016
2026-01-1791,-0.4,16497
2026-01-1792,0.35,5190
2026-01-1793,-0.23,28049
2026-01-1794,-0.95,7886
2026-01-1795,0.88,18675
2026-01-1796,0.43,17377
2026-01-1797,0.3,28487
2026-01-1798,0.55,22482
2026-01-1799,-0.47,15000
2026-01-1800,0.54,289
2026-01-1801,-0.12,25215
2026-01-1802,-0.92,31310
2026-01-1803,0.4,27799
2026-01-1804,0.97,9707
2026-01-1805,-0.46,304
2026-01-1806,-0.63,10485
2026-01-1807,-0.01,30792
2026-01-1808,-0.87,32612
2026-01-1809,-0.18,12983
2026-01-1810,0.51,16129
2026-01-1811,0.37,5033
2026-01-1812,-1,31864
2026-01-1813,-0.17,11857
2026-01-1814,0.68,1710
2026-01-1815,0.68,31708
2026-01-1816,-0.59,27732
2026-01-1817,-0.63,11684
2026-01-1818,-0.01,32701
2026-01-1819,-0.31,28583
2026-01-1820,-0.44,19692
2026-01-1821,-0.6,12087
2026-01-1822,-0.88,13810
2026-01-1823,-0.8,14835
2026-01-1824,-0.37,10615
2026-01-1825,-0.03,18677
2026-01-1826,0.74,10134
2026-01-1827,0.53,19533
2026-01-1828,-0.22,2286
2026-01-1829,-0.76,2734
2026-01-1830,-0.25,15349
2026-01-1831,0.12,26984
2026-01-1832,-0.76,27792
2026-01-1833,0.04,28822
2026-01-1834,-0.45,18913
2026-01-1835,-0.38,24473
2026-01-1836,-0.16,24160
2026-01-1837,0.22,26053
2026-01-1838,0.97,11822
2026-01-1839,0.5,21337
2026-01-1840,0.17,4006
2026-01-1841,0.31,22197
2026-01-1842,0.05,29236
2026-01-1843,0.57,6599
2026-01-1844,-0.1,1898
2026-01-1845,0.85,21447
2026-01-1846,-0.16,592
2026-01-1847,0.25,8996
2026-01-1848,-0.45,24828
2026-01-1849,0.38,17342
2026-01-1850,-0.72,29795
2026-01-1851,0.42,30037
2026-01-1852,0.06,6767
2026-01-1853,-0.47,9793
2026-01-1854,0.05,24146
2026-01-1855,-0.91,13924
2026-01-1856,-0.46,29465
2026-01-1857,-0.61,26206
2026-01-1858,-0.91,15492
2026-01-1859,-0.01,18175
2026-01-1860,-0.64,23061
2026-01-1861,-0.53,15618
2026-01-1862,-0.87,26727
2026-01-1863,0.12,27896
2026-01-1864,0.09,27841
2026-01-1865,0.3,9090
2026-01-1866,-0.66,7915
2026-01-1867,-0.14,3523
2026-01-1868,-0.34,1344
2026-01-1869,0.36,22037
2026-01-1870,-0.84,5893
2026-01-1871,0.49,30971
